"USAF","WBAN","STATION NAME","CTRY","STATE","ICAO","LAT","LON","ELEV(M)","BEGIN","END"
"999999","54811","SHABBONA 5 NNE","US","IL","","+41.843","-088.851","+0262.4","20030816","20240129"
"999999","54851","COSHOCTON 8 NNE","US","OH","","+40.367","-081.783","+0341.4","20061109","20160919"
"999999","54854","GAYLORD 9 SSW","US","MI","","+44.908","-084.720","+0445.3","20070919","20240129"
"999999","54856","WOOSTER 3 SSE","US","OH","","+40.764","-081.910","+0335.9","20161110","20240129"
"999999","54902","DES MOINES 17 E","US","IA","","+41.556","-093.286","+0280.7","20040915","20240129"
"999999","54903","NECEDAH 5 WNW","US","WI","","+44.060","-090.174","+0284.4","20041001","20240129"
"999999","54932","SANDSTONE 6 W","US","MN","","+46.114","-092.994","+0344.4","20070622","20240129"
"999999","54933","ABERDEEN 35 WNW","US","SD","","+45.712","-099.130","+0596.5","20070626","20240129"
"999999","54937","JAMESTOWN 38 WSW","US","ND","","+46.770","-099.478","+0585.2","20080729","20240129"
"999999","56401","GLENNALLEN 64 N","US","AK","","+63.030","-145.500","+0813.5","20130809","20231127"
"999999","57401","ELLSWORTH IGY","AY","","","-77.733","-041.117","+0043.0","19570301","19621212"
"999999","57701","EIGHTS","AY","","","-75.233","-077.167","+0420.9","19611125","19651114"
"999999","60703","CANTON ISLAND","KR","","PCIS","-02.767","-171.717","+0003.0","19491101","19590101"
"999999","61705","PAGO PAGO WSO AP","AQ","PC","NSTU","-14.331","-170.714","+0003.0","19660401","19721231"
"999999","63820","EVERETT-STEWART AIRPORT","US","TN","KUCY","+36.380","-088.985","+0103.9","20020902","20050817"
"999999","63826","BLACKVILLE 3 W","US","SC","","+33.355","-081.328","+0096.6","20020713","20240129"
"999999","63828","NEWTON 8 W","US","GA","","+31.313","-084.471","+0053.6","20020827","20240129"
"999999","63829","NEWTON 11 SW","US","GA","","+31.192","-084.447","+0047.6","20020827","20240129"
"999999","63831","NEWTON 5 ENE","US","MS","","+32.338","-089.070","+0114.0","20021103","20240129"
"999999","63838","VERSAILLES 3 NNW","US","KY","","+38.095","-084.747","+0271.6","20011120","20240129"
"999999","63839","FOLSOM FIELD AP","US","AL","K3A1","+34.269","-086.858","+0293.5","20040102","20051231"
"999999","63849","BOWLING GREEN 21 NNE","US","KY","","+37.250","-086.233","+0240.8","20040519","20240129"
"999999","63850","WATKINSVILLE 5 SSE","US","GA","","+33.784","-083.390","+0225.9","20040430","20240129"
"999999","63855","CROSSVILLE 7 NW","US","TN","","+36.014","-085.135","+0583.1","20041203","20240129"
"999999","63856","BRUNSWICK 23 S","US","GA","","+30.808","-081.460","+0007.6","20041215","20240129"
"999999","63857","GADSDEN 19 N","US","AL","","+34.285","-085.962","+0351.1","20050414","20240129"
"999999","63858","SELMA 13 WNW","US","AL","","+32.457","-087.242","+0058.8","20050526","20240129"
"999999","63862","VALLEY HEAD 1 SSW","US","AL","","+34.565","-085.617","+0310.9","20060504","20240129"
"999999","63866","GUNTERSVILLE 2 SW","US","AL","","+34.334","-086.316","+0189.0","20060504","20131216"
"999999","63867","CULLMAN 3 ENE","US","AL","","+34.195","-086.796","+0243.8","20060504","20240129"
"999999","63868","COURTLAND 2 WSW","US","AL","","+34.660","-087.346","+0175.3","20060504","20240129"
"999999","63869","FAIRHOPE 3 NE","US","AL","","+30.549","-087.876","+0029.0","20060713","20240129"
"999999","63871","TRI-COUNTY AIRPORT","US","FL","KBCR","+30.843","-085.604","+0031.2","20060901","20240129"
"999999","63890","WHITEHOUSE NAVAL OUTLYING FIELD","US","FL","KNEN","+30.350","-081.883","+0030.2","20080101","20091231"
"999999","63891","CLANTON 2 NE","US","AL","","+32.852","-086.612","+0178.0","20070314","20240129"
"999999","63892","GAINESVILLE 2 NE","US","AL","","+32.837","-088.137","+0032.6","20070316","20240129"
"999999","63893","GREENSBORO 2 WNW","US","AL","","+32.717","-087.623","+0085.3","20070315","20240129"
"999999","63894","MUSCLE SHOALS 2 N","US","AL","","+34.773","-087.640","+0161.5","20070425","20240129"
"999999","63895","RUSSELLVILLE 4 SSE","US","AL","","+34.454","-087.710","+0219.5","20060816","20240129"
"999999","63896","SCOTTSBORO 2 NE","US","AL","","+34.694","-086.000","+0193.9","20060816","20240129"
"999999","63897","SELMA 6 SSE","US","AL","","+32.335","-086.979","+0047.9","20070315","20240129"
"999999","63898","BEDFORD 5 WNW","US","IN","","+38.888","-086.571","+0231.7","20071003","20240129"
"999999","63899","BREWTON 3 NNE","US","AL","","+31.145","-087.052","+0051.8","20080117","20240129"
"999999","64756","MILLBROOK 3 W","US","NY","","+41.786","-073.742","+0125.9","20041101","20240129"
"999999","64757","CRN ON EGBERT 1 W","CA","ON","050E","+44.233","-079.781","+0246.0","20040715","20240129"
"999999","64758","ITHACA 13 E","US","NY","","+42.440","-076.246","+0374.3","20041027","20240129"
"999999","67601","LITTLE AMERICA","AY","","","-78.200","-162.250","+0032.0","19560202","19590101"
"999999","68201","BYRD STATION","AY","","","-80.017","-119.533","+1542.9","19570110","19721231"
"999999","68601","BEARDMORE CAMP","AY","","","-85.033","-164.667","+0230.1","19561231","19591231"
"999999","68701","BROCKTON STATION","AY","","","-80.017","-178.417","+0100.9","19651231","19720127"
"999999","70701","DIEGO GARCIA NAF","IO","PC","FJDG","-07.300","+072.400","+0002.7","19710719","19721231"
"999999","73801","NORTHPORT 2 S","US","AL","","+33.213","-087.591","+0045.7","20090521","20240129"
"999999","73802","HIGHLAND HOME 2 S","US","AL","","+31.916","-086.312","+0187.2","20081202","20240129"
"999999","73803","TALLADEGA 10 NNE","US","AL","","+33.572","-086.057","+0160.0","20081203","20240129"
"999999","73805","NORTHWEST FLORIDA BEACHES INTL ARPT","US","FL","KECP","+30.349","-085.788","+0021.0","20100501","20110301"
"999999","77401","PLATEAU STATION","AY","","","-79.467","+040.583","+3504.9","19651214","19681231"
"999999","80309","BIAK ISLAND NF","ID","","","-01.267","+136.383","+0000.9","19450531","19450930"
"999999","80430","EMIRAU NF","PP","","","-01.683","+149.967","+0000.9","19450430","19450731"
"999999","80431","MANUS ISLAND NF","PP","","","-02.017","+147.433","+0043.9","19451231","19470131"
"999999","80705","FUNAFUTI NF","TV","","NGFU","-08.533","+179.217","+0002.1","19450731","19450930"
"999999","82101","NORTHWEST CAPE","AS","","","-22.333","+114.050","+0038.1","19680305","19680430"
"999999","86101","WILKES","AY","","","-66.267","+110.567","+0011.9","19570303","19631231"
"999999","86102","WILKES ICE CAP STATI","AY","","","-66.467","+112.283","","19580320","19581027"
"999999","87601","MCMURDO SOUND NAF","AY","","NZCM","-77.883","+166.733","+0024.1","19560309","19841231"
"999999","87602","MARBLE POINT","AY","","","-77.417","+163.683","+0047.9","19571218","19590128"
"999999","87603","HUT POINT","AY","","","-77.883","+166.733","+0025.9","19621004","19621231"
"999999","87701","ADARE HALLETT","AY","","","-72.300","+170.217","+0004.9","19570131","19730215"
"999999","88701","LIV","AY","","","-83.283","+175.750","+0182.9","19571109","19571130"
"999999","88702","BEARDMORE CAMP","AY","","","-83.400","+174.750","+0059.1","19601108","19640227"
"999999","88703","LITTLE JEANA STATION","AY","","","-81.383","+170.750","+0053.9","19641004","19660123"
"999999","91002","FLETCHER ICE ISLAND T-3 (ARCTIC)","US","","","","","+0006.0","19660613","19710419"
"999999","91004","ICE SKATE B","IC","","","+80.000","-113.000","","19610105","19611025"
"999999","92802","TAMPA BAY EXECUTIVE","US","FL","KRRF","+28.188","-082.626","+0012.5","19960702","19971231"
"999999","92811","LIFEGUARD OFFICE","US","FL","","+25.806","-080.133","+0002.4","20050101","20120201"
"999999","92821","TITUSVILLE 7 E","US","FL","","+28.616","-080.693","+0000.9","20050506","20240129"
"999999","92826","EVERGLADES CITY 5 NE","US","FL","","+25.900","-081.318","+0001.2","20070210","20240129"
"999999","92827","SEBRING 23 SSE","US","FL","","+27.153","-081.369","+0045.7","20071208","20240129"
"999999","93026","DOUGLAS MUNICIPAL AP","US","AZ","KDUG","+31.458","-109.606","+1250.0","19481101","19550101"
"999999","93032","DENVER NAS","US","CO","","+39.700","-104.750","+1695.9","19471001","19590310"
"999999","93035","MARFA","US","TX","KMRF","+30.371","-104.017","+1478.0","19480705","19550101"
"999999","93037","COLORADO SPRINGS PETERSON FIE","US","CO","KCOS","+38.810","-104.688","+1880.6","19650101","19721231"
"999999","93041","LAS CRUCES MUNICIPAL AP","US","NM","KLRU","+32.283","-106.917","+1358.2","20020902","20051231"
"999999","93042","DALHART MUNICIPAL AP","US","TX","KDHT","+36.017","-102.550","+1217.4","19481210","19550101"
"999999","93044","ZUNI","US","NM","ZUN","+35.067","-108.833","+1923.3","19490217","19721231"
"999999","93045","TRUTH OR CONSEQUENCES MUNI AP","US","NM","KTCS","+33.237","-107.268","+1480.7","19500526","19721231"
"999999","93057","GRANTS MILAN MUNICIPAL AP","US","NM","KGNT","+35.166","-107.899","+1987.3","19540101","19550101"
"999999","93063","SILVER CITY GRANT CO","US","NM","KSVC","+32.633","-108.167","+1659.9","19600502","19680830"
"999999","93092","NWS AWRS","US","NM","","+36.900","-106.583","+2393.0","20020902","20051231"
"999999","93101","EL TORO MCAS","US","CA","KNZJ","+33.667","-117.733","+0116.7","19450301","20001101"
"999999","93102","FALLON NAAS","US","NV","KNFL","+39.417","-118.717","+1199.1","19450301","19721231"
"999999","93104","CHINA LAKE NAF","US","CA","KNID","+35.688","-117.693","+0695.9","19450401","19721201"
"999999","93105","LITCHFIELD PARK NAF","US","AZ","","+33.433","-112.367","+0292.0","19480401","19660929"
"999999","93106","LOS ALAMITOS","US","CA","KSLI","+33.783","-118.050","+0011.0","19450401","19710731"
"999999","93107","SAN DIEGO MIRAMAR NAS","US","CA","KNKX","+32.867","-117.133","+0145.7","19470701","19881231"
"999999","93108","MOJAVE MCAS","US","CA","","+35.117","-118.150","+0841.9","19450401","19470101"
"999999","93111","POINT MUGU NF","US","CA","KNTD","+34.117","-119.117","+0003.7","19460301","19721231"
"999999","93113","SAN PEDRO NAS","US","CA","","+33.750","-118.250","+0013.1","19450301","19470601"
"999999","93114","MARINE CORPS AIR STATION","US","CA","KNTK","+33.700","-117.833","+0017.1","19450301","19751231"
"999999","93115","IMPERIAL BEACH REAM FIELD NAS","US","CA","KNRS","+32.567","-117.117","+0007.0","19450501","19721231"
"999999","93116","SAN NICHOLAS ISLAND","US","CA","KNSI","+33.250","-119.450","+0153.6","19450401","19721201"
"999999","93118","SALTON SEA NAAF","US","CA","","+33.200","-115.833","-0068.9","19450401","19451101"
"999999","93120","THERMAL NAF","US","CA","","+33.617","-116.167","-0036.0","19450401","19450801"
"999999","93121","TWENTY NINE PALMS","US","CA","KNXP","+34.300","-116.167","+0625.1","19450501","19451031"
"999999","93123","FALLON CAA AP","US","NV","","+39.417","-118.717","+1200.0","19481101","19550101"
"999999","93124","SANTA BARBARA MCAS","US","CA","","+34.433","-119.850","+0004.0","19450401","19460301"
"999999","93129","CEDAR CITY MUNICIPAL AP","US","UT","KCDC","+37.709","-113.094","+1712.4","19481101","19721231"
"999999","93132","GREEN RIVER","US","UT","","+39.000","-110.150","+1241.2","20050609","20051221"
"999999","93134","LOS ANGELES DOWNTOWN USC CAMP","US","CA","KCQT","+34.024","-118.291","+0056.4","19990701","19991231"
"999999","93136","MOUNT WILSON","US","CA","KMWS","+34.233","-118.067","+1738.9","19490101","19491231"
"999999","93139","PAYSON","US","AZ","0E4","+34.233","-111.333","+1498.1","19480701","19520526"
"999999","93184","SANTA ANA","US","CA","KSNA","+33.680","-117.866","+0016.8","19680101","19721231"
"999999","93193","FRESNO YOSEMITE INTL AP","US","CA","KFAT","+36.780","-119.719","+0099.7","19650101","19711231"
"999999","93198","ST GEORGE INTERM FLD","US","UT","","+37.050","-113.517","+0882.7","19481101","19550101"
"999999","93209","PASO ROBLES MUNICIPAL ARPT","US","CA","KPRB","+35.670","-120.628","+0249.0","19530101","19650101"
"999999","93211","OAKLAND NAS","US","CA","NBJ","+37.733","-122.200","+0002.1","19490601","19541031"
"999999","93215","POINT ARGUELLO AFWB","US","CA","","+34.667","-120.583","+0111.9","19590701","19650401"
"999999","93216","BEALE AFB","US","CA","KBAB","+39.133","-121.433","+0034.4","19710101","19710101"
"999999","93217","FRITZSCHE AAF","US","CA","KOAR","+36.683","-121.767","+0043.9","19710101","19710101"
"999999","93226","PT POEDRAS BLANCA","US","CA","K87Q","+35.666","-121.285","+0018.0","19980202","19981231"
"999999","93228","HAYWARD EXECUTIVE AIRPORT","US","CA","KHWD","+37.659","-122.121","+0009.6","19980902","19991231"
"999999","93243","MERCED 23 WSW","US","CA","","+37.238","-120.883","+0023.8","20040325","20240129"
"999999","93245","BODEGA 6 WSW","US","CA","","+38.321","-123.075","+0019.2","20080614","20240129"
"999999","93718","NORTH MYRTLE BEACH AIRPORT","US","SC","KCRE","+33.812","-078.724","+0010.1","19490101","19561123"
"999999","93719","NEW BERN CRAVEN CO REGL AP","US","NC","KEWN","+35.068","-077.048","+0007.3","19490101","19550101"
"999999","93720","SALISBURY WICOMICO CO AP","US","MD","KSBY","+38.341","-075.510","+0018.3","19490101","19721231"
"999999","93721","BALTIMORE BLT-WASHNG","US","MD","KBWI","+39.167","-076.683","+0047.2","19650101","19721231"
"999999","93726","KINSTON STALLINGS AFB","US","NC","KISO","+35.317","-077.633","+0028.7","19541101","19570731"
"999999","93727","NEW RIVER MCAS","US","NC","KNCA","+34.700","-077.383","+0007.6","19550103","19721231"
"999999","93729","HATTERAS BILLY MITCHELL AP","US","NC","KHSE","+35.233","-075.622","+0003.4","19570301","19721231"
"999999","93730","ATLANTIC CITY INTL A","US","NJ","KACY","+39.449","-074.567","+0020.4","19650101","19740228"
"999999","93731","NORFOLK FLEET WF NAS","US","VA","","+36.950","-076.300","+0010.1","19580501","19620801"
"999999","93732","NEW YORK SHOALS AFS","US","NY","","+39.800","-072.667","+0025.9","19581001","19601116"
"999999","93734","STERLING","US","VA","","+38.983","-077.467","+0085.0","19620701","19651019"
"999999","93735","FORT EUSTIS FELKER AAF","US","VA","KFAF","+37.133","-076.600","+0003.7","19710101","19710101"
"999999","93736","CHARLOTTESVILLE FAA","US","VA","KCHO","+38.139","-078.453","+0196.3","19610420","19650101"
"999999","93737","FORT BRAGG SIMMONS AAF","US","NC","KFBG","+35.133","-078.933","+0073.8","19710101","19710101"
"999999","93738","WASHINGTON DULLES INTERNATIONAL AP","US","DC","KIAD","+38.941","-077.464","+0098.5","19621117","19721231"
"999999","93739","WALLOPS ISLAND UAU","US","VA","KWAL","+37.937","-075.471","+0014.6","19661001","19721231"
"999999","93743","BOGUE FIELD MCAF","US","NC","KNJM","+34.683","-077.033","+0006.7","19801001","19810101"
"999999","93776","CHERRY POINT/MCAS ASOS 2","US","NC","KNIS","+34.883","-076.867","+0009.1","19960702","19971231"
"999999","93801","ROME R B RUSSELL AP","US","GA","KRMG","+34.348","-085.161","+0196.3","19480101","19771222"
"999999","93803","SMITHVILLE CAA AP","US","TN","","+35.967","-085.783","+0328.9","19490101","19540415"
"999999","93804","SPARTANBURG","US","SC","SPA","+34.917","-081.950","+0244.1","19480101","20240129"
"999999","93805","TALLAHASSEE DALE MABRY FIELD","US","FL","KTLH","+30.393","-084.353","+0020.7","19480101","19721231"
"999999","93806","TUSCALOOSA MUNICIPAL AP","US","AL","KTCL","+33.212","-087.616","+0056.7","19490101","19550101"
"999999","93807","WINSTON-SALEM REYNOLDS AP","US","NC","KINT","+36.134","-080.222","+0295.7","19480101","19650301"
"999999","93808","BOWLING GREEN WARREN CO AP","US","KY","KBWG","+36.965","-086.424","+0163.7","19480101","19550101"
"999999","93810","CARBONDALE SOUTHERN ILLINOIS A","US","IL","KMDH","+37.780","-089.250","+0126.8","19971202","19971231"
"999999","93814","CINCINNATI GREATER CINCINNATI","US","KY","KCVG","+39.043","-084.672","+0269.1","19480101","19721231"
"999999","93815","DAYTON MUNICIPAL ARPT","US","OH","KDAY","+39.906","-084.219","+0305.7","19480101","19721231"
"999999","93816","EFFINGHAM COUNTY MEMORIAL ARPT","US","IL","","+39.070","-088.533","+0178.9","19481201","20240129"
"999999","93817","EVANSVILLE DRESS REGIONAL ARP","US","IN","KEVV","+38.044","-087.521","+0118.3","19480101","19721231"
"999999","93818","CHESAPEAKE HUNTINGTON AP","US","OH","","+38.417","-082.500","+0170.7","19480101","19610104"
"999999","93819","INDIANAPOLIS WEIR COOK MUNICI","US","IN","KIND","+39.732","-086.279","+0246.3","19480101","19721231"
"999999","93820","LEXINGTON BLUEGRASS FIELD","US","KY","KLEX","+38.041","-084.606","+0301.4","19480101","19721231"
"999999","93821","LOUISVILLE STANDIFORD FIELD","US","KY","KSDF","+38.181","-085.739","+0148.7","19480101","19721231"
"999999","93822","SPRINGFIELD CAPITAL AP","US","IL","KSPI","+39.845","-089.684","+0186.8","19480101","19721231"
"999999","93823","TERRE HAUTE HULMAN FIELD","US","IN","KHUF","+39.450","-087.300","+0017.5","19550101","19550101"
"999999","93824","ZANESVILLE MUNICIPAL AP","US","OH","KZZV","+39.944","-081.892","+0274.9","19481201","19550101"
"999999","93825","ADVANCE 1 S","US","MO","","+37.100","-089.900","+0109.7","19480101","19491201"
"999999","93826","BARIN FIELD NAAS","US","AL","NHX","+30.400","-087.600","+0021.9","19450201","19580912"
"999999","93828","PENSACOLA CORRY FLD NAAS","US","FL","NQS","+30.400","-087.283","+0011.0","19480601","19580523"
"999999","93829","PENSACOLA CHEVALIER FLD NAS","US","FL","CVD","+30.350","-087.267","+0021.0","19450201","19550601"
"999999","93830","ATLANTA NAS","US","GA","NCQ","+33.867","-084.300","+0302.1","19450201","19590225"
"999999","93831","BEAUFORT NAS","US","SC","KNBC","+32.483","-080.717","+0011.6","19720101","19721231"
"999999","93832","CECIL FIELD NAS","US","FL","KNZC","+30.217","-081.883","+0025.3","19470301","20001101"
"999999","93833","COLUMBIA CONGAREE FLD MCAF","US","SC","KMMT","+33.917","-080.800","+0074.1","19450301","19451001"
"999999","93834","COLUMBUS NAS","US","OH","","+39.983","-082.883","+0249.0","19490301","19550529"
"999999","93836","BRUNSWICK GLYNN CO A","US","GA","NEA","+31.250","-081.467","+0009.1","19450201","19740731"
"999999","93837","JACKSONVILLE NAS","US","FL","KNIP","+30.233","-081.667","+0006.7","19450101","19721231"
"999999","93839","MEMPHIS NAS","US","TN","KNQA","+35.350","-089.867","+0097.5","19450301","20041231"
"999999","93840","ST SIMONS ISLAND NAS","US","GA","","+31.167","-081.400","+0003.0","19450501","19470420"
"999999","93841","WHITING FIELD NAS","US","FL","KNSE","+30.717","-087.017","+0061.0","19450201","19721231"
"999999","93842","COLUMBUS MUSCOGEE COUNTY ARPT","US","GA","KCSG","+32.516","-084.942","+0120.1","19530101","19711231"
"999999","93843","DOTHAN MUNICIPAL AP","US","AL","KDHN","+31.233","-085.433","+0097.8","19490101","19550101"
"999999","93844","PARRIS ISLAND MCAS","US","SC","","+32.317","-080.683","+0010.1","19450401","19460215"
"999999","93845","VALDOSTA WB AIRPORT","US","GA","KVLD","+30.783","-083.277","+0060.4","19720101","19721231"
"999999","93846","ANDERSON COUNTY AP","US","SC","KAND","+34.498","-082.710","+0235.6","19490101","19590101"
"999999","93901","DALLAS HENSLEY FIELD NAS","US","TX","KNBE","+32.733","-096.967","+0150.9","19450301","20041231"
"999999","93902","DURANT","US","OK","KDUA","+33.950","-096.400","+0213.0","19450201","19450831"
"999999","93903","FORT WORTH EAGLE MT LK MCAS","US","TX","","+32.983","-097.483","+0232.0","19450401","19460401"
"999999","93904","FORT WORTH MEACHAM","US","TX","KFTW","+32.819","-097.361","+0215.2","19450301","19451130"
"999999","93905","HUTCHINSON NAS","US","KS","","+37.917","-097.900","+0479.1","19450201","19580501"
"999999","93906","NEW ORLEANS NAS","US","LA","","+30.033","-090.083","+0004.0","19490101","19571231"
"999999","93907","NEWPORT MCAF","US","AR","","+35.633","-091.183","+0074.1","19450301","19451206"
"999999","93908","NORMAN NAS","US","OK","","+35.233","-097.417","+0359.1","19460101","19460220"
"999999","93909","OLATHE JOHNSON CO INDUSTRIAL","US","KS","KIXD","+38.832","-094.890","+0331.3","19450301","19700201"
"999999","93910","ST LOUIS LAMBERT","US","MO","","+38.750","-090.383","+0166.1","19450301","19460801"
"999999","93915","ALEXANDRIA INTL AIRPORT","US","LA","KAEX","+31.335","-092.559","+0024.4","19990702","20051231"
"999999","93919","MCCOMB PIKE COUNTY AP","US","MS","KMCB","+31.183","-090.471","+0128.6","19481201","19550101"
"999999","93947","GILLESPIE COUNTY AIRPORT","US","TX","","+30.243","-098.910","+0516.6","20020602","20051231"
"999999","93983","PALESTINE","US","TX","KPSN","+31.780","-095.706","+0128.9","20040102","20051231"
"999999","93986","HOBART MUNICIPAL AP","US","OK","KHBR","+34.989","-099.053","+0478.5","19480807","19550101"
"999999","93987","LUFKIN ANGELINA CO","US","TX","KLFK","+31.236","-094.754","+0096.3","19480801","19721231"
"999999","93988","PINE BLUFF","US","AR","KPBF","+34.175","-091.935","+0065.2","19481001","19550101"
"999999","93989","QUINCY MUNI BALDWIN FLD","US","IL","KUIN","+39.937","-091.192","+0233.5","19481201","19550101"
"999999","93990","HILL CITY MUNICIPAL AP","US","KS","KHLC","+39.376","-099.830","+0677.0","19490101","19550101"
"999999","93991","WALNUT RIDGE MUNICIPAL ARPT","US","AR","KARG","+36.125","-090.924","+0083.2","19490401","20041231"
"999999","93992","EL DORADO GOODWIN FIELD","US","AR","KELD","+33.221","-092.814","+0086.9","19490706","19550101"
"999999","93993","FAYETTEVILLE DRAKE FIELD","US","AR","KFYV","+36.010","-094.169","+0383.7","19490714","19680101"
"999999","93995","BUTLER FAA AP","US","MO","","+38.300","-094.333","+0264.9","19500101","19550101"
"999999","93996","FARMINGTON","US","MO","KFAM","+37.761","-090.428","+0288.6","19500101","19550101"
"999999","93997","RUSSELL MUNICIPAL AP","US","KS","KRSL","+38.876","-098.809","+0567.8","19500101","19721231"
"999999","93999","VICKSBURG","US","MS","KVKS","+32.233","-090.933","+0003.2","19500601","19501001"
"999999","94008","GLASGOW INTL ARPT","US","MT","KGGW","+48.214","-106.621","+0699.2","19551001","19721231"
"999999","94010","ST MARIE","US","MT","","+48.417","-106.533","+0838.2","19581001","19680628"
"999999","94012","HAVRE CITY-COUNTY AP","US","MT","KHVR","+48.543","-109.763","+0792.2","19610201","19721231"
"999999","94014","WILLISTON SLOULIN FIELD INTL","US","ND","KISN","+48.174","-103.637","+0580.6","19620101","19721231"
"999999","94041","GARRISON","US","ND","","+47.646","-101.439","+0582.2","19980502","20051231"
"999999","94059","WOLF POINT 34 NE","US","MT","","+48.489","-105.210","+0805.6","20011220","20240129"
"999999","94060","WOLF POINT 29 ENE","US","MT","","+48.308","-105.102","+0635.5","20011220","20240129"
"999999","94070","TRENTON MUNICIPAL AIRPORT","US","NE","K9V2","+40.187","-101.025","+0852.2","20021102","20041231"
"999999","94074","NUNN 7 NNE","US","CO","","+40.807","-104.755","+1642.9","20030706","20240129"
"999999","94075","BOULDER 14 W","US","CO","","+40.035","-105.541","+2995.6","20030927","20240129"
"999999","94077","HARRISON 20 SSE","US","NE","","+42.425","-103.736","+1343.0","20030827","20240129"
"999999","94078","LANDER 11 SSE","US","WY","","+42.675","-108.669","+1759.6","20040703","20240129"
"999999","94079","WHITMAN 5 ENE","US","NE","","+42.068","-101.445","+1140.0","20040912","20240129"
"999999","94080","MEDORA 7 E","US","ND","","+46.895","-103.377","+0844.6","20040918","20240129"
"999999","94081","BUFFALO 13 ESE","US","SD","","+45.516","-103.302","+0878.7","20040922","20240129"
"999999","94082","DINOSAUR 2 E","US","CO","","+40.245","-108.968","+1847.7","20040721","20240129"
"999999","94084","NORTHGATE 5 ESE","US","ND","","+48.968","-102.170","+0561.4","20061017","20240129"
"999999","94085","PIERRE 24 S","US","SD","","+44.019","-100.353","+0647.4","20061024","20240129"
"999999","94088","SUNDANCE 8 NNW","US","WY","","+44.517","-104.436","+1765.4","20070822","20240129"
"999999","94092","AKRON A 4 E","US","CO","","+40.155","-103.142","+1384.4","20090615","20140601"
"999999","94094","MEEKER 15 W","US","CO","","+40.082","-108.200","+1756.0","20100719","20140601"
"999999","94103","POST 0FFICE BLDG.2ND&SUMACH","US","WA","","+46.033","-118.333","+0289.3","20020902","20031231"
"999999","94107","ROME STATE AIRPORT","US","OR","KREO","+42.591","-117.864","+1234.4","19491003","19501115"
"999999","94143","IDAHO FALLS 46 W","US","ID","","+43.533","-112.950","+1505.1","19650101","19671011"
"999999","94144","IDAHO FALLS 42 NW WB","US","ID","","+43.833","-112.683","+1460.9","19650101","19670111"
"999999","94176","SPOKANE FELTS FIELD","US","WA","KSFF","+47.683","-117.321","+0599.8","19981002","20051231"
"999999","94196","GRNT CO RGNL/OGLVIE FD APT","US","OR","","+44.404","-118.963","+1124.7","20020902","20051231"
"999999","94224","ASTORIA CLATSOP COUNTY ARPT","US","OR","KAST","+46.157","-123.883","+0006.7","19490401","19721231"
"999999","94225","HOQUIAM AP","US","WA","KHQM","+46.973","-123.930","+0004.6","19490401","19590101"
"999999","94234","TOFINO","CA","","CYAZ","+49.083","-125.767","+0024.1","19640101","19721231"
"999999","94236","KLAMATH FALLS KINGSLEY FLD AF","US","OR","KLMT","+42.147","-121.724","+1247.2","19710101","19710101"
"999999","94240","QUILLAYUTE AIRPORT","US","WA","KUIL","+47.938","-124.555","+0062.5","19660801","19721231"
"999999","94274","TACOMA NARROWS AP","US","WA","KTIW","+47.268","-122.576","+0096.0","19990102","20051231"
"999999","94290","WSFO SEATTLE SAND POINT","US","WA","KSEW","+47.687","-122.255","+0018.3","19990802","20240128"
"999999","94297","COUPEVILLE/NOLF","US","WA","KNRA","+48.217","-122.633","+0060.7","19960702","19971231"
"999999","94605","OLCO LANDING AREA SEAPLANE BASE","US","ME","","+46.617","-069.533","+0304.8","20040702","20051231"
"999999","94644","OLD TOWN 2 W","US","ME","","+44.928","-068.701","+0038.7","20020913","20240129"
"999999","94645","LIMESTONE 4 NNW","US","ME","","+46.960","-067.883","+0224.6","20020920","20240129"
"999999","94700","BERLIN MUNICIPAL AP","US","NH","KBML","+44.576","-071.179","+0353.0","19960702","19971231"
"999999","94702","BRIDGEPORT MUNICIPAL ARPT","US","CT","KBDR","+41.158","-073.129","+0005.2","19470601","19721231"
"999999","94704","DANSVILLE MUNI AP","US","NY","KDSV","+42.571","-077.713","+0201.8","19490101","20001101"
"999999","94705","MONTPELIER AP","US","VT","KMPV","+44.204","-072.562","+0341.7","19490201","19550101"
"999999","94725","MASSENA AP","US","NY","KMSS","+44.936","-074.846","+0065.2","19490201","19721231"
"999999","94728","NEW YORK CENTRAL PARK","US","NY","KNYC","+40.779","-073.969","+0047.5","19650101","19971231"
"999999","94732","PHILADELPHIA NE PHILADELPHIA","US","PA","KPNE","+40.082","-075.011","+0036.3","19490101","19590101"
"999999","94735","PORTSMOUTH","US","NH","","+43.067","-070.817","+0029.0","19461201","19520831"
"999999","94741","TETERBORO AIRPORT","US","NJ","KTEB","+40.850","-074.061","+0002.1","19470101","19611001"
"999999","94745","WHITE PLAINS WESTCHESTER CO A","US","NY","KHPN","+41.067","-073.708","+0121.0","19490101","19721231"
"999999","94746","WORCESTER MUNICIPAL ARPT","US","MA","KORH","+42.271","-071.873","+0310.0","19490101","19721231"
"999999","94765","LEBANON AWO","US","NH","KLEB","+43.626","-072.305","+0173.7","19590101","19650101"
"999999","94772","NEW HAVEN","US","CT","","+41.300","-072.933","+0022.9","19800601","19800901"
"999999","94789","NEW YORK FORT TOTTEN","US","NY","KJFK","+40.639","-073.762","+0006.7","19480701","19721231"
"999999","94790","WATERTOWN AP","US","NY","KART","+43.992","-076.022","+0101.5","19650101","19650101"
